ID	locution1	locution2	proposition1	proposition2	label
QT50_600	it is not the job of Government to tell businesses and workers what to do, or how to do their job	It's the role of Government to enable businesses and workers	it is not the job of Government to tell businesses and workers what to do, or how to do their job	it is the role of Government to enable businesses and workers	0.0
US2016_055	Now, suddenly, last week, you're against it	"You even called it the ""gold standard"""	now, suddenly, last week, CLINTON is against Obama's trade deal	"CLINTON even called Obama's trade deal the ""gold standard"""	1.0
QT50_308	There would have still been arguments	It strikes me as a budget that you could have done after Brexit in 2016 and let a lot of things rip	there would have still been arguments	reducing the top rate of income tax for rich people strikes Anne McElvoy as a budget that you could have done after Brexit in 2016 and let a lot of things rip	0.0
QT30_003	It sounded as if it was the next big thing	The app seems to be having a few teething problems	the app sounded as if it was the next big thing	the tracing app seems to be having a few teething problems	1.0
QT30_111	yet, if you want to ship something like mince, for example, from Great Britain to Northern Ireland	No question of there being checks	yet if you want to ship something like mince, for example, from Great Britain to Northern Ireland	no question of there being checks	0.0
QT50_243	The prime minister and his friends in government have civilian more than given the impression that the rules don't apply to them	That's the rule of law	the prime minister Boris Johnson and his friends in government have civilian more than given the impression that the rules don't apply to them	that the rules apply to everybody whoever you are is the rule of law	1.0
QT50_572	a lot of these stories are made up	some of you might not believe that given what you have read in the press	a lot of the stories in the press are made up	some of you might not believe that there is no way somebody who has committed rape would be moved into the women's estate given what you have read in the press	0.0
QT50_330	I also know that there are more of you who voted Conservative than have voted for any other single party	I'm conscious that everything we're hearing from you is very critical of what the Government has done on Friday	Fiona Bruce also knows that there are more of you who voted Conservative than have voted for any other single party	Fiona Bruce is conscious that everything we're hearing from Paul Scully is very critical of what the Government has done on Friday	0.0
QT50_434	we certainly can’t afford a great deal more	that isn’t only about possibly a slightly higher pay rise	we certainly can’t afford a great deal more in terms of pay rise	good will isn’t only about possibly a slightly higher pay rise	0.0
QT50_272	That's not right	they decided to get Owen Paterson off	getting Owen Paterson off at a meeting wasn't right	Boris Johnson, Charles Moore and others decided to get Owen Paterson off	0.0
